Jogador;gols_totais;ass_totais;xG_totais;npxG_totais;xAG_totais;SCA_totais;GCA_totais;PrgP_totais;PrgC_totais;conducoes_totais;tent_drible_totais;suc_drible_totais;bloqueios_totais;amarelos_totais;vermelhos_totais;minutos_totais;G/90;A/90;xG/90;npxG/90;xAG/90;SCA/90;GCA/90;PrgP/90;PrgC/90;Conducoes/90;Tent/90;Suc/90;Bloq/90;Am/90;Vm/90;G+A;G+A/90;G-xG;xG+xAG;xG+xAG/90;Drible%
Ángel Romero;5;4;5.4;4.6000000000000005;2.7;53.0;7.0;53.0;34.0;486.0;49.0;24.0;15.0;6;0;1449.0;0.3105590062111801;0.2484472049689441;0.33540372670807456;0.28571428571428575;0.16770186335403728;3.291925465838509;0.43478260869565216;3.291925465838509;2.111801242236025;30.18633540372671;3.043478260869565;1.4906832298136647;0.9316770186335404;0.3726708074534162;0.0;9;0.5590062111801242;-0.40000000000000036;8.100000000000001;0.5031055900621119;0.4897959183673469
Yeferson Soteldo;5;2;2.9;2.9;4.6;89.0;4.0;77.0;116.0;603.0;118.0;61.0;10.0;1;0;1592.0;0.2826633165829146;0.11306532663316583;0.16394472361809045;0.16394472361809045;0.2600502512562814;5.03140703517588;0.22613065326633167;4.353015075376884;6.557788944723618;34.08919597989949;6.670854271356784;3.448492462311558;0.5653266331658292;0.056532663316582916;0.0;7;0.3957286432160804;2.1;7.5;0.4239949748743718;0.5169491525423728
Ferreira;5;1;3.1;3.1;1.6;69.0;2.0;57.0;76.0;502.0;94.0;50.0;11.0;4;0;1230.0;0.3658536585365854;0.07317073170731707;0.22682926829268293;0.22682926829268293;0.11707317073170731;5.048780487804878;0.14634146341463414;4.170731707317073;5.560975609756098;36.73170731707317;6.878048780487804;3.6585365853658534;0.8048780487804879;0.2926829268292683;0.0;6;0.43902439024390244;1.9;4.7;0.34390243902439027;0.5319148936170213
Janderson;4;0;3.3000000000000003;3.3000000000000003;1.6;64.0;4.0;53.0;61.0;535.0;82.0;31.0;18.0;8;0;1937.0;0.18585441404233352;0.0;0.15332989158492516;0.15332989158492516;0.0743417656169334;2.9736706246773363;0.18585441404233352;2.462570986060919;2.834279814145586;24.858027878162105;3.810015487867837;1.4403717088280847;0.8363448631905007;0.37170882808466704;0.0;4;0.18585441404233352;0.6999999999999997;4.9;0.22767165720185856;0.3780487804878049
Agustín Canobbio;4;1;3.4000000000000004;3.4000000000000004;2.3;45.0;2.0;56.0;44.0;387.0;42.0;15.0;22.0;5;1;1125.0;0.32;0.08;0.272;0.272;0.18399999999999997;3.6;0.16;4.4799999999999995;3.52;30.959999999999997;3.3600000000000003;1.2000000000000002;1.76;0.4;0.08;5;0.4;0.5999999999999996;5.7;0.45600000000000007;0.35714285714285715
Cacá;4;1;4.2;4.2;0.2;16.0;2.0;44.0;9.0;847.0;3.0;1.0;44.0;4;1;2298.0;0.1566579634464752;0.0391644908616188;0.16449086161879897;0.16449086161879897;0.00783289817232376;0.6266318537859008;0.0783289817232376;1.723237597911227;0.3524804177545692;33.17232375979112;0.1174934725848564;0.0391644908616188;1.723237597911227;0.1566579634464752;0.0391644908616188;5;0.19582245430809397;-0.20000000000000018;4.4;0.17232375979112272;0.3333333333333333
Júnior Santos;4;1;6.2;6.2;1.4000000000000001;42.0;5.0;31.0;44.0;329.0;57.0;25.0;11.0;2;0;1481.0;0.24307900067521945;0.06076975016880486;0.3767724510465902;0.3767724510465902;0.08507765023632682;2.552329507089804;0.3038487508440243;1.8838622552329507;2.673869007427414;19.9932478055368;3.463875759621877;1.5192437542201216;0.6684672518568535;0.12153950033760973;0.0;5;0.3038487508440243;-2.2;7.6000000000000005;0.4618501012829169;0.43859649122807015
Gabriel Barbosa;4;1;5.4;3.8000000000000003;0.9;12.0;1.0;25.0;17.0;166.0;6.0;2.0;2.0;2;0;754.0;0.47745358090185674;0.11936339522546419;0.6445623342175066;0.4535809018567639;0.10742705570291779;1.4323607427055702;0.11936339522546419;2.984084880636605;2.029177718832891;19.814323607427056;0.7161803713527851;0.23872679045092837;0.23872679045092837;0.23872679045092837;0.0;5;0.596816976127321;-1.4000000000000004;6.300000000000001;0.7519893899204244;0.3333333333333333
Gonzalo Mastriani;4;0;4.2;4.2;0.8999999999999999;19.0;0.0;17.0;2.0;127.0;12.0;1.0;8.0;0;0;900.0;0.4;0.0;0.42000000000000004;0.42000000000000004;0.08999999999999998;1.9000000000000001;0.0;1.7;0.2;12.7;1.2000000000000002;0.1;0.8;0.0;0.0;4;0.4;-0.20000000000000018;5.1;0.51;0.08333333333333333
Marinho;4;3;2.2;2.2;1.8;63.0;8.0;53.0;54.0;398.0;59.0;26.0;20.0;4;1;1348.0;0.26706231454005935;0.20029673590504452;0.14688427299703266;0.14688427299703266;0.1201780415430267;4.206231454005934;0.5341246290801187;3.538575667655786;3.605341246290801;26.572700296735903;3.9391691394658754;1.7359050445103859;1.3353115727002969;0.26706231454005935;0.06676557863501484;7;0.46735905044510384;1.7999999999999998;4.0;0.26706231454005935;0.4406779661016949
Gustavo Scarpa;4;4;4.0;2.5;3.6;101.0;9.0;136.0;87.0;1055.0;48.0;22.0;12.0;5;0;2155.0;0.16705336426914152;0.16705336426914152;0.16705336426914152;0.10440835266821345;0.1503480278422274;4.218097447795824;0.37587006960556846;5.679814385150812;3.6334106728538287;44.06032482598608;2.0046403712296983;0.9187935034802784;0.5011600928074246;0.2088167053364269;0.0;8;0.33410672853828305;0.0;7.6;0.31740139211136886;0.4583333333333333
Michael;4;1;3.5;3.5;1.5;25.0;4.0;19.0;24.0;197.0;24.0;7.0;5.0;0;0;653.0;0.5513016845329249;0.13782542113323124;0.4823889739663093;0.4823889739663093;0.20673813169984687;3.4456355283307807;0.5513016845329249;2.6186830015313936;3.30781010719755;27.151607963246555;3.30781010719755;0.9647779479326186;0.6891271056661562;0.0;0.0;5;0.6891271056661562;0.5;5.0;0.6891271056661562;0.2916666666666667
Gilberto;4;2;3.6999999999999997;3.6999999999999997;2.1;50.0;5.0;79.0;66.0;739.0;48.0;27.0;16.0;3;0;2058.0;0.1749271137026239;0.08746355685131195;0.1618075801749271;0.1618075801749271;0.09183673469387756;2.186588921282799;0.21865889212827988;3.454810495626822;2.8862973760932946;32.31778425655977;2.0991253644314867;1.1807580174927115;0.6997084548104956;0.13119533527696792;0.0;6;0.26239067055393583;0.30000000000000027;5.8;0.2536443148688047;0.5625
Germán Cano;4;0;5.3;5.3;1.2000000000000002;18.0;0.0;19.0;4.0;206.0;17.0;6.0;4.0;5;0;1598.0;0.22528160200250313;0.0;0.29849812265331666;0.29849812265331666;0.06758448060075095;1.013767209011264;0.0;1.0700876095118899;0.22528160200250313;11.602002503128912;0.9574468085106382;0.3379224030037547;0.22528160200250313;0.2816020025031289;0.0;4;0.22528160200250313;-1.2999999999999998;6.5;0.3660826032540676;0.35294117647058826
Luiz Araújo;4;5;3.3000000000000003;3.3000000000000003;4.5;69.0;10.0;74.0;54.0;532.0;63.0;38.0;25.0;3;0;1566.0;0.2298850574712644;0.2873563218390805;0.18965517241379312;0.18965517241379312;0.25862068965517243;3.96551724137931;0.574712643678161;4.25287356321839;3.103448275862069;30.57471264367816;3.6206896551724137;2.1839080459770113;1.4367816091954024;0.17241379310344826;0.0;9;0.5172413793103449;0.6999999999999997;7.800000000000001;0.4482758620689655;0.6031746031746031
Hércules;4;1;1.0;1.0;1.5;59.0;9.0;96.0;31.0;689.0;56.0;37.0;33.0;6;2;2317.0;0.15537332757876565;0.03884333189469141;0.03884333189469141;0.03884333189469141;0.05826499784203712;2.2917565817867933;0.3495899870522227;3.7289598618903756;1.2041432887354337;26.76305567544238;2.175226586102719;1.4372032801035823;1.2818299525248167;0.23305999136814848;0.07768666378938283;5;0.19421665947345707;3.0;2.5;0.09710832973672853;0.6607142857142857
Lima;4;0;1.9000000000000001;1.9000000000000001;0.30000000000000004;42.0;0.0;56.0;30.0;664.0;55.0;23.0;16.0;8;1;1758.0;0.20477815699658702;0.0;0.09726962457337884;0.09726962457337884;0.01535836177474403;2.150170648464164;0.0;2.866894197952218;1.5358361774744027;33.99317406143344;2.8156996587030716;1.1774744027303754;0.8191126279863481;0.40955631399317405;0.051194539249146756;4;0.20477815699658702;2.0999999999999996;2.2;0.11262798634812288;0.41818181818181815
Cuiabano;4;1;1.7000000000000002;1.7000000000000002;1.4;44.0;6.0;50.0;37.0;492.0;25.0;9.0;25.0;5;0;1639.0;0.21964612568639413;0.05491153142159853;0.09334960341671752;0.09334960341671752;0.07687614399023794;2.4161073825503356;0.32946918852959123;2.7455765710799267;2.0317266625991457;27.01647345942648;1.3727882855399633;0.4942037827943868;1.3727882855399633;0.2745576571079927;0.0;5;0.2745576571079927;2.3;3.1;0.17022574740695545;0.36
Cauly Oliveira Souza;4;6;3.4;3.4;5.4;138.0;12.0;139.0;65.0;982.0;95.0;44.0;12.0;1;0;2676.0;0.13452914798206278;0.20179372197309417;0.11434977578475336;0.11434977578475336;0.18161434977578475;4.641255605381166;0.40358744394618834;4.674887892376682;2.18609865470852;33.026905829596416;3.195067264573991;1.4798206278026906;0.40358744394618834;0.033632286995515695;0.0;10;0.3363228699551569;0.6000000000000001;8.8;0.29596412556053814;0.4631578947368421
David;4;3;1.9;1.9;1.7;48.0;5.0;50.0;43.0;440.0;66.0;39.0;12.0;7;1;1662.0;0.21660649819494585;0.1624548736462094;0.10288808664259927;0.10288808664259927;0.09205776173285199;2.5992779783393503;0.27075812274368233;2.707581227436823;2.3285198555956677;23.826714801444044;3.5740072202166067;2.111913357400722;0.6498194945848376;0.3790613718411552;0.05415162454873646;7;0.3790613718411552;2.1;3.5999999999999996;0.19494584837545126;0.5909090909090909
Derik Lacerda;4;0;3.3;3.3;2.1;34.0;1.0;24.0;36.0;307.0;57.0;27.0;18.0;8;0;1420.0;0.2535211267605634;0.0;0.2091549295774648;0.2091549295774648;0.13309859154929576;2.1549295774647885;0.06338028169014084;1.52112676056338;2.2816901408450705;19.45774647887324;3.6126760563380285;1.7112676056338028;1.1408450704225352;0.5070422535211268;0.0;4;0.2535211267605634;0.7000000000000002;5.4;0.3422535211267606;0.47368421052631576
Luis Mandaca;4;2;4.7;4.7;1.5;47.0;4.0;42.0;25.0;242.0;43.0;14.0;22.0;5;0;1101.0;0.32697547683923706;0.16348773841961853;0.3841961852861036;0.3841961852861036;0.12261580381471389;3.8419618528610355;0.32697547683923706;3.433242506811989;2.0435967302452314;19.78201634877384;3.5149863760217985;1.1444141689373297;1.7983651226158037;0.40871934604904636;0.0;6;0.49046321525885556;-0.7000000000000002;6.2;0.5068119891008174;0.32558139534883723
Jean Carlos Vicente;4;2;1.6;1.6;2.6;48.0;7.0;52.0;26.0;279.0;12.0;9.0;6.0;3;0;1031.0;0.34917555771096026;0.17458777885548013;0.13967022308438412;0.13967022308438412;0.22696411251212417;4.190106692531523;0.6110572259941804;4.539282250242483;2.2696411251212414;24.354995150339473;1.0475266731328807;0.7856450048496605;0.5237633365664404;0.2618816682832202;0.0;6;0.5237633365664404;2.4;4.2;0.36663433559650827;0.75
Rony;4;2;8.0;8.0;2.6;59.0;4.0;20.0;22.0;262.0;23.0;13.0;11.0;4;0;1721.0;0.20918070889018012;0.10459035444509006;0.41836141778036023;0.41836141778036023;0.1359674607786171;3.085415456130157;0.20918070889018012;1.0459035444509006;1.1504938988959907;13.701336432306798;1.2027890761185358;0.6798373038930854;0.5752469494479954;0.20918070889018012;0.0;6;0.3137710633352702;-4.0;10.6;0.5543288785589773;0.5652173913043478
Lucas Di Yorio;3;0;3.8000000000000003;3.0;0.2;16.0;0.0;10.0;15.0;139.0;14.0;7.0;7.0;1;0;799.0;0.3379224030037547;0.0;0.428035043804756;0.3379224030037547;0.022528160200250315;1.802252816020025;0.0;1.1264080100125156;1.6896120150187737;15.657071339173967;1.5769712140175218;0.7884856070087609;0.7884856070087609;0.11264080100125157;0.0;3;0.3379224030037547;-0.8000000000000003;4.0;0.45056320400500627;0.5
Bastos;3;0;1.8;1.8;0.1;21.0;2.0;111.0;12.0;1132.0;5.0;2.0;27.0;6;0;2628.0;0.10273972602739725;0.0;0.06164383561643836;0.06164383561643836;0.0034246575342465756;0.7191780821917808;0.0684931506849315;3.8013698630136985;0.410958904109589;38.76712328767123;0.17123287671232876;0.0684931506849315;0.9246575342465753;0.2054794520547945;0.0;3;0.10273972602739725;1.2;1.9000000000000001;0.06506849315068494;0.4
Richard Ríos;3;4;1.4000000000000001;1.4000000000000001;1.4;48.0;5.0;103.0;27.0;624.0;55.0;20.0;27.0;6;0;1742.0;0.1549942594718714;0.2066590126291619;0.07233065442020667;0.07233065442020667;0.07233065442020666;2.4799081515499424;0.2583237657864524;5.3214695752009185;1.3949483352468428;32.23880597014925;2.8415614236509756;1.0332950631458095;1.3949483352468428;0.3099885189437428;0.0;7;0.3616532721010333;1.5999999999999999;2.8;0.1446613088404133;0.36363636363636365
Vitinho;3;3;4.6;4.6;3.1;91.0;9.0;79.0;81.0;741.0;42.0;20.0;30.0;7;0;2466.0;0.10948905109489052;0.10948905109489052;0.1678832116788321;0.1678832116788321;0.11313868613138686;3.321167883211679;0.3284671532846715;2.883211678832117;2.956204379562044;27.043795620437958;1.532846715328467;0.7299270072992701;1.094890510948905;0.2554744525547445;0.0;6;0.21897810218978103;-1.5999999999999996;7.699999999999999;0.28102189781021897;0.47619047619047616
Rodrigo Fagundes;3;1;2.2;2.2;1.0;32.0;3.0;113.0;20.0;925.0;15.0;8.0;55.0;9;0;2880.0;0.09375;0.03125;0.06875;0.06875;0.03125;1.0;0.09375;3.53125;0.625;28.906250000000004;0.46875;0.25;1.7187500000000002;0.28125;0.0;4;0.125;0.7999999999999998;3.2;0.1;0.5333333333333333
Breno;3;2;4.0;4.0;1.8;94.0;8.0;130.0;86.0;1025.0;72.0;39.0;37.0;6;0;2969.0;0.09093971034018188;0.060626473560121255;0.12125294712024251;0.12125294712024251;0.05456382620410913;2.8494442573256986;0.24250589424048502;3.9407207814078813;2.606938363085214;31.071067699562143;2.182553048164365;1.1822162344223646;1.1215897608622432;0.18187942068036375;0.0;5;0.15156618390030313;-1.0;5.8;0.1758167733243516;0.5416666666666666
Gregore;3;2;1.2;1.2;1.5;57.0;6.0;199.0;29.0;1195.0;14.0;9.0;37.0;9;0;2220.0;0.12162162162162163;0.08108108108108109;0.04864864864864865;0.04864864864864865;0.060810810810810814;2.310810810810811;0.24324324324324326;8.067567567567568;1.1756756756756757;48.44594594594595;0.5675675675675675;0.3648648648648649;1.5;0.3648648648648649;0.0;5;0.20270270270270271;1.8;2.7;0.10945945945945948;0.6428571428571429
Fellipe Mateus;3;0;1.7000000000000002;1.7000000000000002;0.8;51.0;3.0;60.0;17.0;533.0;43.0;23.0;23.0;6;0;1887.0;0.14308426073131955;0.0;0.08108108108108109;0.08108108108108109;0.03815580286168522;2.4324324324324325;0.14308426073131955;2.861685214626391;0.8108108108108109;25.42130365659777;2.0508744038155804;1.0969793322734498;1.0969793322734498;0.2861685214626391;0.0;3;0.14308426073131955;1.2999999999999998;2.5;0.1192368839427663;0.5348837209302325
Ayrton Lucas;3;3;1.3;1.3;2.0;59.0;5.0;106.0;59.0;916.0;67.0;32.0;23.0;3;0;2393.0;0.11282908483075636;0.11282908483075636;0.048892603426661095;0.048892603426661095;0.07521938988717092;2.218972001671542;0.1880484747179273;3.9866276640200584;2.218972001671542;34.45048056832428;2.5198495612202256;1.2035102381947347;0.8650229837024656;0.11282908483075636;0.0;6;0.22565816966151273;1.7;3.3;0.124111993313832;0.47761194029850745
Alexandro Bernabei;3;5;1.2;1.2;4.9;74.0;9.0;113.0;60.0;828.0;64.0;27.0;26.0;5;0;2063.0;0.13087736306349976;0.21812893843916625;0.0523509452253999;0.0523509452253999;0.21376635967038293;3.228308288899661;0.39263208919049924;4.929714008725157;2.6175472612699955;36.122152205525936;2.7920504120213283;1.177896267571498;1.1342704798836645;0.21812893843916625;0.0;8;0.34900630150266604;1.8;6.1000000000000005;0.2661173048957829;0.421875
Mauricio;3;0;3.9;3.9;1.7000000000000002;53.0;4.0;53.0;19.0;420.0;15.0;3.0;10.0;2;0;1513.0;0.1784534038334435;0.0;0.23198942498347652;0.23198942498347652;0.10112359550561799;3.1526768010575017;0.23793787177792464;3.1526768010575017;1.130204890945142;24.98347653668209;0.8922670191672174;0.1784534038334435;0.5948446794448117;0.11896893588896232;0.0;3;0.1784534038334435;-0.8999999999999999;5.6;0.33311302048909447;0.2
Gustavo Nunes;3;1;1.9;1.9;1.3;34.0;2.0;48.0;52.0;447.0;97.0;51.0;14.0;5;0;1238.0;0.21809369951534732;0.07269789983844911;0.1381260096930533;0.1381260096930533;0.09450726978998385;2.47172859450727;0.14539579967689822;3.489499192245557;3.780290791599354;32.49596122778675;7.051696284329564;3.7075928917609047;1.0177705977382876;0.36348949919224555;0.0;4;0.29079159935379645;1.1;3.2;0.23263327948303716;0.5257731958762887
William Gomes;3;1;1.2999999999999998;1.2999999999999998;0.4;19.0;2.0;14.0;25.0;135.0;44.0;15.0;9.0;2;0;495.0;0.5454545454545454;0.18181818181818182;0.23636363636363633;0.23636363636363633;0.07272727272727272;3.454545454545454;0.36363636363636365;2.5454545454545454;4.545454545454545;24.545454545454543;8.0;2.7272727272727275;1.6363636363636362;0.36363636363636365;0.0;4;0.7272727272727273;1.7000000000000002;1.6999999999999997;0.309090909090909;0.3409090909090909
Ganso;3;6;2.5;1.7000000000000002;3.4;95.0;9.0;165.0;15.0;970.0;20.0;14.0;15.0;11;1;2169.0;0.12448132780082988;0.24896265560165975;0.1037344398340249;0.07053941908713693;0.14107883817427386;3.941908713692946;0.37344398340248963;6.846473029045643;0.6224066390041494;40.24896265560166;0.8298755186721992;0.5809128630705394;0.6224066390041494;0.4564315352697096;0.04149377593360996;9;0.37344398340248963;0.5;5.9;0.24481327800829877;0.7
Rafael Silva;3;0;1.8;1.8;0.1;8.0;0.0;10.0;6.0;88.0;10.0;5.0;3.0;2;1;527.0;0.5123339658444023;0.0;0.30740037950664134;0.30740037950664134;0.017077798861480076;1.366223908918406;0.0;1.7077798861480076;1.0246679316888045;15.028462998102468;1.7077798861480076;0.8538899430740038;0.5123339658444023;0.3415559772296015;0.17077798861480076;3;0.5123339658444023;1.2;1.9000000000000001;0.32447817836812143;0.5
Derek;3;1;3.9;3.0;1.8;32.0;3.0;17.0;20.0;153.0;31.0;11.0;13.0;1;1;986.0;0.2738336713995943;0.09127789046653144;0.35598377281947263;0.2738336713995943;0.1643002028397566;2.920892494929006;0.2738336713995943;1.5517241379310345;1.8255578093306288;13.965517241379311;2.8296146044624746;1.0040567951318458;1.1866125760649087;0.09127789046653144;0.09127789046653144;4;0.36511156186612576;-0.8999999999999999;5.7;0.5202839756592292;0.3548387096774194
Mateo Ponte;3;0;1.4;1.4;0.9;26.0;3.0;45.0;22.0;340.0;25.0;9.0;8.0;3;0;1132.0;0.2385159010600707;0.0;0.11130742049469965;0.11130742049469965;0.07155477031802121;2.067137809187279;0.2385159010600707;3.5777385159010597;1.7491166077738516;27.031802120141347;1.9876325088339224;0.715547703180212;0.6360424028268551;0.2385159010600707;0.0;3;0.2385159010600707;1.6;2.3;0.18286219081272084;0.36
Mathías Villasanti;3;1;2.1;2.1;1.5;47.0;5.0;117.0;17.0;817.0;43.0;20.0;41.0;4;0;2249.0;0.12005335704757669;0.040017785682525564;0.0840373499333037;0.0840373499333037;0.060026678523788346;1.8808359270787016;0.20008892841262782;4.682080924855492;0.6803023566029346;32.69453090262339;1.7207647843485991;0.8003557136505113;1.640729212983548;0.16007114273010226;0.0;4;0.16007114273010226;0.8999999999999999;3.6;0.14406402845709204;0.46511627906976744
Enner Valencia;3;1;4.3;3.5;0.4;26.0;1.0;11.0;27.0;182.0;27.0;10.0;7.0;2;0;961.0;0.2809573361082206;0.09365244536940688;0.4027055150884495;0.32778355879292403;0.037460978147762745;2.4349635796045788;0.09365244536940688;1.0301768990634756;2.5286160249739855;17.04474505723205;2.5286160249739855;0.9365244536940687;0.6555671175858481;0.18730489073881376;0.0;4;0.3746097814776275;-1.2999999999999998;4.7;0.44016649323621226;0.37037037037037035
Gerson;3;6;2.1;2.1;3.6;111.0;16.0;181.0;71.0;1060.0;80.0;36.0;23.0;3;0;2457.0;0.10989010989010989;0.21978021978021978;0.07692307692307693;0.07692307692307693;0.13186813186813187;4.065934065934066;0.5860805860805861;6.6300366300366305;2.600732600732601;38.827838827838825;2.93040293040293;1.3186813186813187;0.8424908424908425;0.10989010989010989;0.0;9;0.32967032967032966;0.8999999999999999;5.7;0.2087912087912088;0.45
Luciano Juba;3;1;1.4000000000000001;1.4000000000000001;4.5;80.0;3.0;148.0;47.0;1368.0;24.0;10.0;24.0;2;0;3114.0;0.08670520231213873;0.028901734104046242;0.04046242774566474;0.04046242774566474;0.13005780346820808;2.312138728323699;0.08670520231213873;4.277456647398844;1.3583815028901733;39.53757225433526;0.6936416184971098;0.2890173410404624;0.6936416184971098;0.057803468208092484;0.0;4;0.11560693641618497;1.5999999999999999;5.9;0.17052023121387283;0.4166666666666667
Oscar Estupiñan;3;1;3.4;3.4;0.1;8.0;1.0;6.0;1.0;38.0;4.0;0.0;1.0;1;0;252.0;1.0714285714285714;0.3571428571428571;1.2142857142857142;1.2142857142857142;0.03571428571428571;2.8571428571428568;0.3571428571428571;2.142857142857143;0.3571428571428571;13.571428571428571;1.4285714285714284;0.0;0.3571428571428571;0.3571428571428571;0.0;4;1.4285714285714284;-0.3999999999999999;3.5;1.25;0.0
Lincoln;3;2;2.5;1.7000000000000002;2.7;66.0;7.0;96.0;29.0;510.0;19.0;8.0;22.0;4;0;1552.0;0.17396907216494845;0.11597938144329897;0.1449742268041237;0.09858247422680412;0.1565721649484536;3.827319587628866;0.40592783505154634;5.56701030927835;1.681701030927835;29.574742268041238;1.1018041237113403;0.4639175257731959;1.2757731958762886;0.23195876288659795;0.0;5;0.2899484536082474;0.5;5.2;0.30154639175257736;0.42105263157894735
Carlos Eduardo;3;3;3.9000000000000004;3.1;1.7000000000000002;63.0;6.0;66.0;39.0;543.0;49.0;27.0;17.0;5;0;2210.0;0.12217194570135746;0.12217194570135746;0.15882352941176472;0.1262443438914027;0.06923076923076923;2.5656108597285066;0.24434389140271492;2.6877828054298645;1.588235294117647;22.1131221719457;1.995475113122172;1.0995475113122173;0.6923076923076923;0.20361990950226247;0.0;6;0.24434389140271492;-0.9000000000000004;5.6000000000000005;0.22805429864253396;0.5510204081632653
Danilo Barbosa;3;1;1.4;1.4;0.4;23.0;3.0;53.0;9.0;364.0;19.0;13.0;15.0;4;0;1153.0;0.2341717259323504;0.07805724197745013;0.10928013876843018;0.10928013876843018;0.031222896790980052;1.795316565481353;0.2341717259323504;4.137033824804857;0.7025151777970512;28.412836079791845;1.4830875975715525;1.0147441457068516;1.170858629661752;0.31222896790980054;0.0;4;0.31222896790980054;1.6;1.7999999999999998;0.1405030355594102;0.6842105263157895
Dimitri Payet;3;3;1.7000000000000002;0.9;2.5;61.0;9.0;101.0;24.0;514.0;29.0;17.0;2.0;2;0;1220.0;0.2213114754098361;0.2213114754098361;0.1254098360655738;0.06639344262295081;0.18442622950819673;4.5;0.6639344262295083;7.450819672131147;1.7704918032786887;37.91803278688524;2.139344262295082;1.2540983606557377;0.14754098360655737;0.14754098360655737;0.0;6;0.4426229508196722;1.2999999999999998;4.2;0.3098360655737705;0.5862068965517241
